tournament_id,tournament_name,gender,board_type,miniboard_url,results_url
29449,RJGA Stockton Invitational,Men,team,https://score.golfstat.com/miniboards/tleaderboard_29449.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29449
29449,RJGA Stockton Invitational,Men,player,https://score.golfstat.com/miniboards/pleaderboard_29449.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29449
29467,The Elite Invitational Boys,JUNIOR BOYS,player,https://score.golfstat.com/miniboards/pleaderboard_29467.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29467
29468,The Elite Invitational Girls,JUNIOR GIRLS,player,https://score.golfstat.com/miniboards/pleaderboard_29468.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29468
29450,The Williams Cup,Men,team,https://score.golfstat.com/miniboards/tleaderboard_29450.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29450
29450,The Williams Cup,Men,player,https://score.golfstat.com/miniboards/pleaderboard_29450.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29450
29462,Fripp Island to Bermuda Invite,Men,team,https://score.golfstat.com/miniboards/tleaderboard_29462.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29462
29462,Fripp Island to Bermuda Invite,Men,player,https://score.golfstat.com/miniboards/pleaderboard_29462.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29462
29464,Evie Odom Invitational,Women,team,https://score.golfstat.com/miniboards/tleaderboard_29464.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29464
29464,Evie Odom Invitational,Women,player,https://score.golfstat.com/miniboards/pleaderboard_29464.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29464
29458,Big O Classic,Women,team,https://score.golfstat.com/miniboards/tleaderboard_29458.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29458
29458,Big O Classic,Women,player,https://score.golfstat.com/miniboards/pleaderboard_29458.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29458
29460,Golfweek October Classic - Men,Men,team,https://score.golfstat.com/miniboards/tleaderboard_29460.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29460
29460,Golfweek October Classic - Men,Men,player,https://score.golfstat.com/miniboards/pleaderboard_29460.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29460
29461,Golfweek October Classic - Women,Women,team,https://score.golfstat.com/miniboards/tleaderboard_29461.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29461
29461,Golfweek October Classic - Women,Women,player,https://score.golfstat.com/miniboards/pleaderboard_29461.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29461
29465,2025 USCAA Men's Golf National Championship,Men,team,https://score.golfstat.com/miniboards/tleaderboard_29465.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29465
29465,2025 USCAA Men's Golf National Championship,Men,player,https://score.golfstat.com/miniboards/pleaderboard_29465.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29465
29466,2025 USCAA Women' Golf National Invitational,Women,player,https://score.golfstat.com/miniboards/pleaderboard_29466.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29466
29459,Put Me In Coach Invitational,Independent,player,https://score.golfstat.com/miniboards/pleaderboard_29459.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29459
29463,Put Me In Coach Invitational,Independent,player,https://score.golfstat.com/miniboards/pleaderboard_29463.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29463
29457,National Preview,Women,team,https://score.golfstat.com/miniboards/tleaderboard_29457.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29457
29457,National Preview,Women,player,https://score.golfstat.com/miniboards/pleaderboard_29457.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29457
29424,DII Shootout at PGA Riviera Maya,Men,team,https://score.golfstat.com/miniboards/tleaderboard_29424.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29424
29424,DII Shootout at PGA Riviera Maya,Men,player,https://score.golfstat.com/miniboards/pleaderboard_29424.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29424
29446,17th Annual Gildas Club Laker Fall Invite,Women,team,https://score.golfstat.com/miniboards/tleaderboard_29446.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29446
29446,17th Annual Gildas Club Laker Fall Invite,Women,player,https://score.golfstat.com/miniboards/pleaderboard_29446.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29446
29456,Golfweek Red Sky Classic,Women,team,https://score.golfstat.com/miniboards/tleaderboard_29456.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29456
29456,Golfweek Red Sky Classic,Women,player,https://score.golfstat.com/miniboards/pleaderboard_29456.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29456
29425,The Poss High Country Shootout,Men,team,https://score.golfstat.com/miniboards/tleaderboard_29425.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29425
29425,The Poss High Country Shootout,Men,player,https://score.golfstat.com/miniboards/pleaderboard_29425.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29425
29439,2025 Women's Poss High Country Shootout,Women,team,https://score.golfstat.com/miniboards/tleaderboard_29439.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29439
29439,2025 Women's Poss High Country Shootout,Women,player,https://score.golfstat.com/miniboards/pleaderboard_29439.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29439
29444,YSU Roseann Schwartz Invitational,Women,team,https://score.golfstat.com/miniboards/tleaderboard_29444.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29444
29444,YSU Roseann Schwartz Invitational,Women,player,https://score.golfstat.com/miniboards/pleaderboard_29444.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29444
29455,OFCC Fighting Illini Invitational,Men,team,https://score.golfstat.com/miniboards/tleaderboard_29455.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29455
29455,OFCC Fighting Illini Invitational,Men,player,https://score.golfstat.com/miniboards/pleaderboard_29455.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29455
29423,RJGA Shootout at Estrella,Women,team,https://score.golfstat.com/miniboards/tleaderboard_29423.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29423
29423,RJGA Shootout at Estrella,Women,player,https://score.golfstat.com/miniboards/pleaderboard_29423.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29423
29447,GCU Gauntlet,Men,player,https://score.golfstat.com/miniboards/pleaderboard_29447.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29447
29453,Golfweek Fall Challenge - Men,Men,team,https://score.golfstat.com/miniboards/tleaderboard_29453.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29453
29453,Golfweek Fall Challenge - Men,Men,player,https://score.golfstat.com/miniboards/pleaderboard_29453.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29453
29454,Golfweek Fall Challenge - Women,Women,team,https://score.golfstat.com/miniboards/tleaderboard_29454.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29454
29454,Golfweek Fall Challenge - Women,Women,player,https://score.golfstat.com/miniboards/pleaderboard_29454.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29454
29452,Myrtle Beach Golf Trips Intercollegiate,Men,team,https://score.golfstat.com/miniboards/tleaderboard_29452.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29452
29452,Myrtle Beach Golf Trips Intercollegiate,Men,player,https://score.golfstat.com/miniboards/pleaderboard_29452.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29452
29443,YSU Kickoff,Women,team,https://score.golfstat.com/miniboards/tleaderboard_29443.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29443
29443,YSU Kickoff,Women,player,https://score.golfstat.com/miniboards/pleaderboard_29443.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29443
29442,Golfweek Hoosier Amateur - Men,Hoosier Amateur - Men,player,https://score.golfstat.com/miniboards/pleaderboard_29442.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29442
29441,Golfweek Hoosier Amateur - Women,Hoosier Amateur - Women,player,https://score.golfstat.com/miniboards/pleaderboard_29441.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29441
29433,Toyota Junior - Boys,JUNIOR BOYS,team,https://score.golfstat.com/miniboards/tleaderboard_29433.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29433
29433,Toyota Junior - Boys,JUNIOR BOYS,player,https://score.golfstat.com/miniboards/pleaderboard_29433.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29433
29434,Toyota Junior - Girls,JUNIOR GIRLS,team,https://score.golfstat.com/miniboards/tleaderboard_29434.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29434
29434,Toyota Junior - Girls,JUNIOR GIRLS,player,https://score.golfstat.com/miniboards/pleaderboard_29434.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29434
29430,Golfweek NGI Men,Men,team,https://score.golfstat.com/miniboards/tleaderboard_29430.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29430
29430,Golfweek NGI Men,Men,player,https://score.golfstat.com/miniboards/pleaderboard_29430.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29430
29429,Golfweek NGI Women,Women,team,https://score.golfstat.com/miniboards/tleaderboard_29429.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29429
29429,Golfweek NGI Women,Women,player,https://score.golfstat.com/miniboards/pleaderboard_29429.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29429
29359,The 2025 ACC Men's Championship - Matchplay,Men,team,https://score.golfstat.com/miniboards/tleaderboard_29359.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29359
29359,2025 WAC Men's Golf Championship,Men,player,https://score.golfstat.com/miniboards/pleaderboard_29359.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29359
29420,2025 GLVC Women's Golf Championship - Medal/Match,Women,team,https://score.golfstat.com/miniboards/tleaderboard_29420.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29420
29420,SAA Conference Championship,Men,player,https://score.golfstat.com/miniboards/pleaderboard_29420.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29420
29421,SAA Conference Championship,Women,team,https://score.golfstat.com/miniboards/tleaderboard_29421.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29421
29421,SAA Conference Championship,Women,player,https://score.golfstat.com/miniboards/pleaderboard_29421.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29421
29396,The 2025 ACC Men's Championship - Stroke,Men,team,https://score.golfstat.com/miniboards/tleaderboard_29396.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29396
29396,The 2025 ACC Men's Championship - Stroke,Men,player,https://score.golfstat.com/miniboards/pleaderboard_29396.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29396
29413,2025 GLVC Women's Golf Championship - Stroke Play,Women,team,https://score.golfstat.com/miniboards/tleaderboard_29413.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29413
29413,2025 GLVC Women's Golf Championship - Stroke Play,Women,player,https://score.golfstat.com/miniboards/pleaderboard_29413.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29413
29403,2025 SEC Men's Championship - Stroke,Men,team,https://score.golfstat.com/miniboards/tleaderboard_29403.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29403
29403,2025 SEC Men's Championship - Stroke,Men,player,https://score.golfstat.com/miniboards/pleaderboard_29403.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29403
29416,2025 MIAA Men's Championship,Men,team,https://score.golfstat.com/miniboards/tleaderboard_29416.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29416
29416,2025 MIAA Men's Championship,Men,player,https://score.golfstat.com/miniboards/pleaderboard_29416.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29416
29412,2025 GLVC Men's Golf Championship - Medal/Match,Men,team,https://score.golfstat.com/miniboards/tleaderboard_29412.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29412
29412,2025 GLVC Men's Golf Championship - Stroke Play,Men,player,https://score.golfstat.com/miniboards/pleaderboard_29412.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29412
29372,2025 Great Northwest Athletic Conference Men's Golf Championships,Men,team,https://score.golfstat.com/miniboards/tleaderboard_29372.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29372
29372,2025 Great Northwest Athletic Conference Men's Golf Championships,Men,player,https://score.golfstat.com/miniboards/pleaderboard_29372.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29372
29373,2025 Great Northwest Athletic Conference Women's Golf Championships,Women,team,https://score.golfstat.com/miniboards/tleaderboard_29373.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29373
29373,2025 Great Northwest Athletic Conference Women's Golf Championships,Women,player,https://score.golfstat.com/miniboards/pleaderboard_29373.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29373
29406,Boilermaker Invitational,Men,team,https://score.golfstat.com/miniboards/tleaderboard_29406.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29406
29406,Boilermaker Invitational,Men,player,https://score.golfstat.com/miniboards/pleaderboard_29406.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29406
29407,Boilermaker Indie,Men,player,https://score.golfstat.com/miniboards/pleaderboard_29407.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29407
29375,2025 PBC Men's Golf Championship,Men,team,https://score.golfstat.com/miniboards/tleaderboard_29375.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29375
29375,2025 PBC Men's Golf Championship,Men,player,https://score.golfstat.com/miniboards/pleaderboard_29375.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29375
29376,2025 PBC Women's Golf Championship,Women,team,https://score.golfstat.com/miniboards/tleaderboard_29376.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29376
29376,2025 PBC Women's Golf Championship,Women,player,https://score.golfstat.com/miniboards/pleaderboard_29376.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29376
29394,The 2025 ACC Womens Championship - Matchplay,Women,team,https://score.golfstat.com/miniboards/tleaderboard_29394.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29394
29394,The 2025 ACC Women's Championship - Stroke,Women,player,https://score.golfstat.com/miniboards/pleaderboard_29394.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29394
29401,2025 SEC Womens Championship - Match Play,Women,team,https://score.golfstat.com/miniboards/tleaderboard_29401.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29401
29401,2025 SEC Women's Championship - Stroke,Women,player,https://score.golfstat.com/miniboards/pleaderboard_29401.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29401
29358,2025 WAC Women's Golf Championship,Women,team,https://score.golfstat.com/miniboards/tleaderboard_29358.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29358
29358,2025 WAC Women's Golf Championship,Women,player,https://score.golfstat.com/miniboards/pleaderboard_29358.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29358
29399,Hawkeye Invite at Finkbine Golf Course,Men,team,https://score.golfstat.com/miniboards/tleaderboard_29399.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29399
29399,Hawkeye Invite at Finkbine Golf Course,Men,player,https://score.golfstat.com/miniboards/pleaderboard_29399.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29399
29400,Tar Heel Intercollegiate,Men,team,https://score.golfstat.com/miniboards/tleaderboard_29400.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29400
29400,Tar Heel Intercollegiate,Men,player,https://score.golfstat.com/miniboards/pleaderboard_29400.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29400
29398,Calusa Cup at Calusa Pines,Men,team,https://score.golfstat.com/miniboards/tleaderboard_29398.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29398
29398,Calusa Cup at Calusa Pines,Men,player,https://score.golfstat.com/miniboards/pleaderboard_29398.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29398
29417,WIAA Division 1,HS BOYS,team,https://score.golfstat.com/miniboards/tleaderboard_29417.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29417
29417,WIAA Division 1,HS BOYS,player,https://score.golfstat.com/miniboards/pleaderboard_29417.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29417
29418,WIAA Division 2,HS BOYS,team,https://score.golfstat.com/miniboards/tleaderboard_29418.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29418
29418,WIAA Division 2,HS BOYS,player,https://score.golfstat.com/miniboards/pleaderboard_29418.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29418
29422,WIAA Division 3,HS BOYS,team,https://score.golfstat.com/miniboards/tleaderboard_29422.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29422
29422,WIAA Division 3,HS BOYS,player,https://score.golfstat.com/miniboards/pleaderboard_29422.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29422
29298,RJGA Men's Palm Valley Classic,Men,team,https://score.golfstat.com/miniboards/tleaderboard_29298.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29298
29298,RJGA Men's Palm Valley Classic,Men,player,https://score.golfstat.com/miniboards/pleaderboard_29298.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29298
29391,Capital City Classic,Men,team,https://score.golfstat.com/miniboards/tleaderboard_29391.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29391
29391,Capital City Classic,Men,player,https://score.golfstat.com/miniboards/pleaderboard_29391.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29391
29387,Stampede at the Creek,Women,team,https://score.golfstat.com/miniboards/tleaderboard_29387.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29387
29387,Stampede at the Creek,Women,player,https://score.golfstat.com/miniboards/pleaderboard_29387.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29387
29389,Boilermaker Spring Classic,Women,team,https://score.golfstat.com/miniboards/tleaderboard_29389.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29389
29389,Boilermaker Spring Classic,Women,player,https://score.golfstat.com/miniboards/pleaderboard_29389.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29389
29341,YSU Spring Invitational,Women,team,https://score.golfstat.com/miniboards/tleaderboard_29341.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29341
29341,YSU Spring Invitational,Women,player,https://score.golfstat.com/miniboards/pleaderboard_29341.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29341
29381,Augusta Haskins Award Invite,Men,team,https://score.golfstat.com/miniboards/tleaderboard_29381.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29381
29381,Augusta Haskins Award Invite,Men,player,https://score.golfstat.com/miniboards/pleaderboard_29381.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29381
29347,52nd Annual Camp Lejeune Intercollegiate,Men,team,https://score.golfstat.com/miniboards/tleaderboard_29347.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29347
29347,52nd Annual Camp Lejeune Intercollegiate,Men,player,https://score.golfstat.com/miniboards/pleaderboard_29347.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29347
29346,3rd Annual Camp Lejeune Intercollegiate,Women,team,https://score.golfstat.com/miniboards/tleaderboard_29346.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29346
29346,3rd Annual Camp Lejeune Intercollegiate,Women,player,https://score.golfstat.com/miniboards/pleaderboard_29346.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29346
29379,Mason Rudolph Championship,Men,team,https://score.golfstat.com/miniboards/tleaderboard_29379.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29379
29379,Mason Rudolph Championship,Men,player,https://score.golfstat.com/miniboards/pleaderboard_29379.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29379
29299,RJGA Palm Valley Classic,Women,team,https://score.golfstat.com/miniboards/tleaderboard_29299.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=team&tid=29299
29299,RJGA Palm Valley Classic,Women,player,https://score.golfstat.com/miniboards/pleaderboard_29299.html,https://results.golfstat.com/public/leaderboards/gsnav.cfm?pg=player&tid=29299
